scientific_name,family,genre,alternative_scientific_names,ca_common_name,description,additional_info,islands,habitat,edibility,es_common_name
Gomphidius glutinosus (Schaeff.) Fr,Gomphidiaceae,Gomphidius,,"['Cama de perdiu', 'Pota de perdiu']","Seta con sombrero marrón grisáceo con tonalidades violáceas de hasta 7 cm de diámetro que con la edad queda plano y deprimido en el centro. Puede presentar un pequeño mamellón. Es característico la especie de gelatina que cubre la parte superior del sombrero, especialmente en tiempo húmedo, que puede cubrir todo la seta. El pie blanco en la parte superior, es corto, un poco curvado y viscoso. Es una seta con láminas anchas, separadas y decurrentes que varian el color de blanco a negro por la caida de las esporas. Las esporas son de color marrón a negro en masa, de elípticas a fusiformes, de 16-22 x 5-7 micras",Comestible de buena calidad si se rechaza todo lo que es viscoso,['Mallorca'],"[""Garriga d'ullastre"", 'Pinares y otras coníferas']",Comestible,
Bisporella citrina (Batsch) Korf & S.E. Carp,Helotiaceae,Bisporella,['Bisporella citrinum Sacc'],,"Minúscula seta de 2 a 4 mm de diámetro en forma de copa, que con el tiempo, se vuelve casi plana. No presenta pie y se suele encontrar en grupos numerosos. El himenio en la parte superior es de color amarillo muy vistoso, siendo más suave de color por la superficie externa. Las esporas son elípticas, casi fusiformes, de 9-14 x 3,5 micras",,"['Ibiza', 'Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas', 'Sobre madera muerta, piñas, tocones']",Indiferent,
Helvella atra J. Koenig,Helvellaceae,Helvella,,,"Seta con un sombrero en forma de silla de montar y posteriormente irregularmente plegado, liso en a la parte superior dónde está dispuesto el himenio de color negruzco y la parte inferior es más clara y estéril. Las esporas son lisas, elípticas, a veces con verrugas, de 15-19 x 10-12 micras. El pie de hasta los 2 cm de altura, es liso, a veces con surcos longitudinales, ondulado y más grueso en la base, de color tierra casi negro",Es poco frecuente,['Mallorca'],"['Camps de conreu, vores de camins', 'Pastos, prados y jardines']",Indiferent,
Helvella crispa Scop. : Fr,Helvellaceae,Helvella,,"['Barretet', 'Orella de gat', 'Orella de llebre blanca', 'Orella de rata']","El ascocarpo puede medir hasta 20 cm de altura, constituido por un pie blanco bien desarrollado irregularmente vacío, recorrido por costillas longitudinales y un sombrero fino, blanco o crema formado por varios pliegues o lóbulos muy ondulados con forma de silla de montar. El pie está coronado por una especie de sombrero fino, en forma de silla de montar, con dos o tres lóbulos ondulados. Las esporas son elípticas, lisas, de 18-20 x 9-15 micras",Cruda es tóxica. Es comestible previa cocción o desecación porque en crudo presenta una toxina hemolítica termolábil que se destruye con el calor. Se puede encontrar en tiempo frío,"['Cabrera', 'Dragonera', 'Formentera', 'Ibiza', 'Mallorca', 'Menorca']",['Alzinar'],Comestible,['Oreja de gato']
Helvella elastica Bull,Helvellaceae,Helvella,['Leptopodia elastica (Bull.: St. Amans) Boud'],,"Seta de hasta 7 cm de altura, con el sombrero en forma de silla de montar, con 2 o 3 lóbulos y de color marrón más o menos claro y el himenio que cubre el sombrero es blanquecino grisáceo a marrón crema. El pie es elástico, cilíndrico, liso y de color blanquecino. Las esporas son elípticas, lisas, de 19-22 x 11-13 micras",Especie rara que puede crecer en grupos,['Mallorca'],['Alzinar'],Indiferent,
Helvella lacunosa Afzel. : Fr,Helvellaceae,Helvella,,"['Orella de gat', 'Orella de llebre negra']","Las fructificaciones son pequeñas, de hasta a 8 cm de altura. Presentan una especie de sombrero de color oscuro casi negro, formado por dos o tres lóbulos dispuestos en forma de silla de montar a caballo. El pie es cilíndrico y presenta un color más claro, des del blanco hasta gris y está profundamente surcado en sentido longitudinal. Las esporas són elípticas, con una gran gota lipídica central y otras más pequeñas, de 17-20 x 10-13 micras",La oreja de gato negra es comestible previa cocción o desecacion,"['Formentera', 'Ibiza', 'Mallorca']","['Alzinar', 'Dunes']",Comestible,['Oreja de gato negra']
Helvella leucomelaena (Pers.) Nannf,Helvellaceae,Helvella,['Paxina leucomelas (Pers.) O. Kuntze'],,"Seta en forma de cáliz con un pie muy corto o inexistente con dos pliegues longitudinales y hundido dentro de la tierra. El sombrero de hasta 4 cm de alto y 1,5 cm de ancho al principio está cerrado y poco a poco se abre, es negruzco, un poco más claro en el margen y en la parte inferior. Las esporas son blancas en masa, elípticas, lisas y con una gota lipídica central, de 20-24 x 11-13 micras",Puede crecer en grupos numerosos,['Mallorca'],['Dunes'],Indiferent,
Helvella leucopus Pers,Helvellaceae,Helvella,['Helvella monachella Scop.: Fr'],"['Helvela de peu llis', 'Moraga']","Seta que crece en grupos más o menos numerosos. El sombrero es de color negro en forma de silla de montar, constituido por 3 o 4 lóbulos y puede medir hasta 3 cm de ancho. El pie es cilíndrico, más grueso en la base, liso y de un color blanquecino. Las esporas son blancas en masa, elípticas, lisas, de 18-22 x 10-13 micras",Se puede comer si antes la hervimos y tiramos el agua de la primera cocción. Es una especie rara,['Mallorca'],['Dunes'],Indiferent,
Hydnum albidum Peck,Hydnaceae,Hydnum,,"['Agulletes', 'Llengua de bou', 'Llengua de vedella', 'Peu de cabrit', 'Picornell', 'Picornell blanc', 'Picornell pelut']","Especie de color totalmente blanca que en tiempo seco adquiere una ligera coloración amarillenta. Consiste en un sombrero ondulado, de margen enrollado, de tacto aterciopelado y un pie irregular y engrosado. Las esporas son blancas en masa, elípticas, de 4,5-5,2 x 3-3,7 micras",Crece en pinares o encinares normalmente formando grupos de numerosos individuos.Es una especie comestible cuando es joven. Los ejemplares viejos pueden ser de gusto amargo por lo que conviene despreciarlos. Es conveniente extraer las agujas que tienen porque es lo que da el sabor amargo. Se pueden conservar congelados precocinados o bien secos,"['Ibiza', 'Mallorca']","['Alzinar', 'Pinares y otras coníferas']",Comestible,['Lengua de vaca']
Hydnum rufescens Pers,Hydnaceae,Hydnum,['Hydnum carnosum Batsch'],"['Peu de cabrit', 'Picornell', ""Picornell d'alzina"", 'Picornell pelut']","Destaca por su bello color amarillo anaranjado del sombrero. Éste es plano y puede medir hasta 6 cm de diámetro. El himenio está formado por unas finas agujas blanquecinas y frágiles. El pie es cilíndrico, delgado, largo y del mismo color que el sombrero o un poco más blanquecino. Las esporas son de color blanco crema en masa, redondas, de 7-9 x 6-8 micras","Suele fructificar una vez avamzada la temporada micológica, sobre todo tras lluvias fuertes","['Mallorca', 'Menorca']","['Alzinar', 'Pinares y otras coníferas']",Comestible,
Laccaria laccata (Scop.) Fr,Hydnanginaceae,Laccaria,['Clitocybe laccata Quél'],"['Pimpinella morada', 'Pimpinella rosada']","Seta con un sombrero de 2 a 6 cm de diámetro de color carne a tierra cobrizo, liso, sin pelos y en los viejos puede ser escamoso. Al principio es convexo y un poco hundido. Las láminas son gruesas, separadas, adnatas o un poco decurrentes, de color rosa carne primero y después blanco. Las esporas son lila flojo en masa, con verrugas, redondas, de 8,5 x 11 micras y el pie es esbelto, fibroso, un poco peludo en la base y de color parecido al sombrero pero más mate",No es demasiado apreciada en la cocina,['Mallorca'],"['Alzinar', 'Pinares y otras coníferas']",Indiferent,
Hygrocybe persistens var. konradii (R. Haller Aar.) Boertm,Hygrophoraceae,Hygrocybe,['Hygrocybe konradii Haller'],,"Seta toda ella amarillo limón excepto la parte inferior del pie que es más blanquecina y las láminas que con la edad toman tonos cobrizos. Tiene un sombrero acampanado de 5 a 6 cm de diámetro con un mamellón. De viejo se vuelve más plano y presenta unas fibrillas innatas de color amarillo. Las láminas son escotadas y ventrudas y el pie es largo, torcido y fibroso. Las esporas son blancas en masa, subglobosas, de 11,5-13,7 x 8,5-10,6 micras",Es una seta muy vistosa,"['Cabrera', 'Ibiza']",['Pinares y otras coníferas'],Indiferent,
Hygrocybe mucronella (Fr.) P. Karst,Hygrophoraceae,Hygrocybe,['Hygrocybe reae (Maire) Lange'],,"Destaca por su color rojo o anaranjado que en tiempo húmedo se vuelve viscoso. El pequeño sombrero de hasta 3 cm de diámetro primero es convexo y con mamellón, siendo después más plano, ondulado y a veces un poco deprimido en el centro. Las láminas son adnatas o un poco decurrentes, separadas, normalmente conectadas las unas a las otras. El pie es cilíndrico, un poco ondulado y a veces más fino en la base, liso y viscoso. Las esporas son blancas en masa, elipsoides pero más anchas por uno de los extremos, de 5,5-9,5 x 4,5-6 micras","No es demasiado frecuente, pero sí es muy vistoso",['Mallorca'],['Pinares y otras coníferas'],Indiferent,
Hygrophorus persoonii Arnolds,Hygrophoraceae,Hygrophorus,['Hygrophorus dichrous Kühner & Romagn'],"[""Llenega d'alzinar""]","En tiempo húmedo esta seta presenta una capa mucilaginosa en el sombrero. Éste primeramente es convexo y cerrado y se abre hasta acabar teniendo el margen levantado. Puede medir hasta 9 m de diámetro y es de color marrón grisáceo a color miel con el margen más claro o casi blanco. Las láminas son blancas adnatas o decurrentes, separadas y arqueadas. El pie es largo, un poco grueso, blanquecino en la parte superior y cubierto de escamas muy viscosas en la parte inferior. Las esporas son blancas en masa, hialinas, lisas y elipsoidales, de 9-13 x 5-7 micras",Es raro pero abundante en los lugares dónde crece,"['Ibiza', 'Mallorca', 'Menorca']",['Alzinar'],Comestible,
Hygrophorus latitabundus Britzelm,Hygrophoraceae,Hygrophorus,['Hygrophorus limacinus Scop.: Fr. (ss. K. & R.)'],"['Gírgola de llim', 'Gírgola de mata', 'Gomera', 'Llenega negra', 'Senyoretes']","Seta viscosa tanto el pie como el sombrero, sobre todo en tiempo húmedo. El sombrero de ésta es carnoso, convexo-cónico de 5 a 15 cm de diámetro y de color tierra grisáceo a gris más fuerte con zonas blanquecinas que contrasta con sus láminas de color blanco casi puro. Éstas son gruesas, decurrentes, separadas y con aspecto de cera. El pie es carnoso, más grueso en el centro y atenuado en la base. Se encuentra estrangulado en la parte superior y presenta hacia la base una decoloración en forma de escamas color avellana o del mismo color que el sombrero. Las esporas son blancas en masa, y con forma de almendra, de 9-12,5 x 5-7 micras",Muy apreciado en Catalunya,"['Mallorca', 'Menorca']",['Pinares y otras coníferas'],Comestible,
Hygrophorus leucophaeo-ilicis Bon & Chevassut,Hygrophoraceae,Hygrophorus,,,"Contrasta el color canela del centro del sombrero con el resto de color blanco. El sombrero se vuelve plano y mide hasta 6 cm de diámetro, con el margen más o menos ondulado y es viscoso en tiempo húmedo y presenta un mamellón central. Las láminas son blancas con reflejos color carne muy suaves, gruesas, separadas y algo decurrentes. El pie normalmente es largo, delgado y ondulado y no siempre está en posición central, aunque también puede ser grueso y más corto pero siempre blanquecino volviéndose crema cuando se toca. Las esporas son blancas en masa, más o menos elípticas, de (6,5) 7,5-9 (10) x (4) 4,5-5 (5,5) micras",,['Mallorca'],['Alzinar'],Comestible,
Hygrophorus roseodiscoideus Bon & Chevassut,Hygrophoraceae,Hygrophorus,,['Llenega'],"Seta con un mamellón en el sombrero plano y ancho, muy viscoso de color marrón que destaca del margen del sombrero color crema amarillento. El sombrero primero es convexo y pasa a plano de hasta 10 cm de diámetro. Las láminas están separadas, de color crema rosado de aspecto céreo y el pie es cilíndrico con la base en forma de punta, largo, viscoso y de color blanquecino con tonos crema rosado. Las esporas son blancas en masa, elípticas, de 9-11 x 5-7 micras",Para cocinarlo es mejor rechazar la capa viscosa del sombrero y del pie,['Mallorca'],['Alzinar'],Comestible,
Phellinus torulosus (Pers.) Bourdot & Galzin,Hymenochaetaceae,Phellinus,"['Fomes fuscopurpureus Obe.', 'Fomes castanae Woron. ', 'Phellinus rubriporus Quél.', 'Polyporus torulosus Pers']",,"Seta coriácea en forma de consola que va creciendo formando unos círculos concéntricos. Puede llegar a medir unos 50 cm de diámetro y hasta 10 cm de altura. Presenta un margen redondeado color canela que con el tiempo se vuelve fino. El resto de la superficie es más oscura, casi negra y sobre la cual crecen musgos. Presentan tubos en capas, estratificadas. Poros muy pequeños y tupids. Las esporas son más o menos ovaladas, blanquecinas, de 4-6 x 2,5-4 micras",Productor de podridura blanca en las encinas,"['Mallorca', 'Menorca']","['Alzinar', 'Sobre plantas leñosas']",Indiferent,
Inonotus dryadeus (Pers.) Murrill,Hymenochaetaceae,Inonotus,,,"Es de grandes dimensiones, hasta 45 cm de largo, 30 de ancho y 12 de grueso, en forma de ménsula, sin pie. La parte superior es lanosa e irregular, de color marrón negruzco y los ejemplares viejos presentan una especie de costra fina. El margen es blanquecino o amarillento, ondulado y cuando es joven presenta unas pequeñas gotas de líquido. En la parte inferior se encuentra el himenio formado por tubos largos de color oscuro. Los poros son pequeños y angulosos y pueden presentar unas gotas de líquido transparente. El himenio puede estar cubierto por una especie de pruina blanquecina más visible en los ejemplares viejos. Las esporas son blanquecinas, después amarillentas en masa, de ovoides a casi globulosas, de 6-8 x 5,5-7 micras",Es un parásito de encinas y provoca podredumbre blanca que llega hasta las raíces y las destruye,['Mallorca'],"['Alzinar', 'Sobre plantas leñosas']",Indiferent,
Phylloporia ribis (Schumach.) Ryvarden,Hymenochaetaceae,Phylloporia,"['Inonotus ribis Maire et Werner', 'Polyporus ribis Schum.: Fr.', 'Phellinus pectinatus Quél.', 'Phellinus ribis (Schumach.) Quél.', 'Xanthochrous ribis Pat.', 'Ochroporus ribis Schroet']",,"Seta en forma de cónsola, semicircular, rodeando el tronco sobre el que vive. Puede llegar a medir unos 10-12 cm de diámetro. La parte superior está formada por un conjunto de semicírculos concéntricos de color oscuro con musgos que han crecido encima. En la parte inferior está el himenio con tubos en capas y poros redondeados de color marrón amarillento a canela. Las esporas son redondeadas a ovaladas, de 3-4 x 2,5-3 micras",,"['Cabrera', 'Ibiza', 'Mallorca']",['Sobre plantas leñosas'],Indiferent,
